text,category
ICA 17825 Indiaforensic MC INT 1,Other
Indiaforensic VISA ACQ DOM120119,Other
Indiaforensic RUPAY POS ACQ12011,Other
Indiaforensic RUPAY POS ACQ13011,Other
Indiaforensic VISA ACQ INT 10011,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 1,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM140119,Other
Indiaforensic RUPAY POS ACQ14011,Other
Indiaforensic RUPAY POS C2 ACQ14,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM150119,Other
Indiaforensic RUPAY POS ACQ15011,Other
Indiaforensic VISA ACQ INT 11011,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 1,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ15,Other
ICA 17825 Indiaforensic MC INT 1,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 1,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM160119,Other
Indiaforensic RUPAY POS ACQ16011,Other
Indiaforensic VISA ACQ INT 12011,Other
Indiaforensic VISA ACQ INT 14011,Other
Indiaforensic VISA ACQ INT 15011,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ16,Other
ICA 17825 Indiaforensic MC DOM 1,Other
ICA 17825 Indiaforensic MC INT 1,Other
ICA 17825 Indiaforensic MC DOM 1,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM170119,Other
Indiaforensic RUPAY POS ACQ17011,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ17,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 1,Other
Indiaforensic VISA ACQ DOM180119,Other
Indiaforensic RUPAY POS ACQ18011,Other
ICA 17825 Indiaforensic MC INT 1,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ18,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM190119,Other
Indiaforensic RUPAY POS ACQ19011,Other
Indiaforensic RUPAY POS C2 ACQ19,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS ACQ20011,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 2,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM210119,Other
Indiaforensic RUPAY POS ACQ21011,Other
Indiaforensic RUPAY POS C2 ACQ21,Other
Indiaforensic VISA ACQ INT 17011,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 2,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM220119,Other
Indiaforensic RUPAY POS ACQ22011,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ22,Other
Indiaforensic VISA ACQ DOM230119,Other
Indiaforensic RUPAY POS ACQ23011,Other
Indiaforensic VISA ACQ INT 18011,Other
Indiaforensic VISA ACQ INT 19011,Other
Indiaforensic VISA ACQ INT 20011,Other
Indiaforensic VISA ACQ INT 21011,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 2,Other
ICA 17825 Indiaforensic MC INT 1,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ23,Other
ICA 17825 Indiaforensic MC DOM 2,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM240119,Other
Indiaforensic RUPAY POS ACQ24011,Other
Indiaforensic VISA ACQ INT 22011,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 2,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 2,Other
Indiaforensic RUPAY POS C2 ACQ24,Other
Indiaforensic VISA ACQ DOM250119,Other
ICA 17825 Indiaforensic MC DOM 2,Other
Indiaforensic RUPAY POS ACQ25011,Other
ICA 17825 Indiaforensic MC INT 2,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ25,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 2,Other
ICA 17825 Indiaforensic MC DOM 2,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM260119,Other
Indiaforensic VISA ACQ DOM280119,Other
Indiaforensic RUPAY POS ACQ26011,Other
Indiaforensic RUPAY POS ACQ27011,Other
Indiaforensic RUPAY POS ACQ28011,Other
Indiaforensic RUPAY POS C2 ACQ28,Other
Indiaforensic VISA ACQ INT 24011,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT 2,Other
ICA 17825 Indiaforensic MC DOM 2,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM290119,Other
Indiaforensic RUPAY POS ACQ29011,Other
Indiaforensic RUPAY POS C2 ACQ29,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT 2,Other
ICA 17825 Indiaforensic MC DOM 2,Other
ICA 17825 Indiaforensic MC DOM 3,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM300119,Other
Indiaforensic RUPAY POS ACQ30011,Other
Indiaforensic VISA ACQ INT 27011,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT 2,Other
Indiaforensic RUPAY POS C2 ACQ30,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 3,Other
Indiaforensic VISA ACQ DOM310119,Other
Indiaforensic RUPAY POS ACQ31011,Other
Indiaforensic VISA ACQ INT 29011,Other
ICA 17825 Indiaforensic MC INT 3,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 3,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ31,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 0,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM010219,Other
Indiaforensic RUPAY POS ACQ01021,Other
Indiaforensic RUPAY POS C2 ACQ01,Other
Indiaforensic VISA ACQ INT 30011,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM020219,Other
Indiaforensic RUPAY POS ACQ02021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ02,Other
Indiaforensic RUPAY POS ACQ03021,Other
Indiaforensic VISA ACQ INT 31011,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 0,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT 0,Other
Indiaforensic VISA ACQ DOM040219,Other
Indiaforensic RUPAY POS ACQ04021,Other
Indiaforensic RUPAY POS C2 ACQ04,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT 0,Other
ICA 17825 Indiaforensic MC DOM 0,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM050219,Other
Indiaforensic RUPAY POS ACQ05021,Other
Indiaforensic VISA ACQ INT 01021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ05,Other
ICA 17825 Indiaforensic MC DOM 0,Other
Indiaforensic VISA ACQ DOM060219,Other
Indiaforensic RUPAY POS ACQ06021,Other
Indiaforensic VISA ACQ INT 03021,Other
Indiaforensic VISA ACQ INT 04021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT 0,Other
ICA 17825 Indiaforensic MC DOM 0,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ06,Other
ICA 17825 Indiaforensic MC DOM 0,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 0,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM070219,Other
Indiaforensic RUPAY POS ACQ07021,Other
Indiaforensic VISA ACQ INT 05021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 0,Other
Indiaforensic RUPAY POS C2 ACQ07,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 0,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM080219,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ INT 06021,Other
Indiaforensic RUPAY POS ACQ08021,Other
Indiaforensic RUPAY POS C2 ACQ08,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 1,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM090219,Other
Indiaforensic VISA ACQ INT 07021,Other
Indiaforensic RUPAY POS ACQ09021,Other
Indiaforensic RUPAY POS ACQ10021,Other
Indiaforensic VISA ACQ DOM110219,Other
Indiaforensic RUPAY POS ACQ11021,Other
Indiaforensic RUPAY POS C2 ACQ11,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT 0,Other
ICA 17825 Indiaforensic MC DOM 1,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT 0,Other
Indiaforensic VISA ACQ DOM120219,Other
Indiaforensic RUPAY POS ACQ12021,Other
Indiaforensic VISA ACQ INT 08021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ12,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 1,Other
Indiaforensic VISA ACQ DOM130219,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS ACQ13021,Other
Indiaforensic VISA ACQ INT 09021,Other
Indiaforensic VISA ACQ INT 10021,Other
Indiaforensic VISA ACQ INT 11021,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT12,Other
Indiaforensic RUPAY POS C2 ACQ13,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT13,Other
ICA 17825 Indiaforensic MC DOM 1,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM140219,Other
Indiaforensic VISA ACQ INT 12021,Other
Indiaforensic RUPAY POS ACQ14021,Other
Indiaforensic RUPAY POS C2 ACQ14,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 1,Other
ICA 17825 Indiaforensic MC INT14,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM150219,Other
Indiaforensic VISA ACQ INT 13021,Other
Indiaforensic RUPAY POS ACQ15021,Other
Indiaforensic RUPAY POS C2 ACQ15,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM160219,Other
Indiaforensic RUPAY POS ACQ16021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ16,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 1,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS ACQ17021,Other
Indiaforensic VISA ACQ DOM180219,Other
Indiaforensic RUPAY POS ACQ18021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ18,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS ACQ19021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ19,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 2,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT16,Other
Indiaforensic VISA ACQ DOM190219,Other
Indiaforensic VISA ACQ DOM200219,Other
Indiaforensic VISA ACQ INT 15021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS ACQ20021,Other
Indiaforensic RUPAY POS C2 ACQ20,Other
Indiaforensic RUPAY POS C2 ACQ15,Other
Indiaforensic RUPAY POS C2 ACQ15,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM210219,Other
Indiaforensic RUPAY POS ACQ21021,Other
Indiaforensic VISA ACQ INT 16021,Other
Indiaforensic VISA ACQ INT 17021,Other
Indiaforensic VISA ACQ INT 18021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 2,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ21,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 2,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM220219,Other
Indiaforensic RUPAY POS ACQ22021,Other
Indiaforensic VISA ACQ INT 20021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ22,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT21,Other
ICA 17825 Indiaforensic MC DOM 2,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM230219,Other
Indiaforensic VISA ACQ DOM250219,Other
Indiaforensic RUPAY POS ACQ23021,Other
Indiaforensic RUPAY POS ACQ24021,Other
Indiaforensic RUPAY POS ACQ25021,Other
Indiaforensic RUPAY POS C2 ACQ25,Other
Indiaforensic VISA ACQ INT 21021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM260219,Other
Indiaforensic RUPAY POS ACQ26021,Other
Indiaforensic VISA ACQ INT 22021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 2,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ26,Other
Indiaforensic VISA ACQ DOM270219,Other
Indiaforensic RUPAY POS ACQ27021,Other
Indiaforensic VISA ACQ INT 23021,Other
Indiaforensic VISA ACQ INT 24021,Other
Indiaforensic VISA ACQ INT 25021,Other
ICA 17825 Indiaforensic MC DOM 2,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ27,Other
ICA 17825 Indiaforensic MC DOM 2,Other
Indiaforensic VISA ACQ DOM280219,Other
Indiaforensic RUPAY POS ACQ28021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 2,Other
Indiaforensic RUPAY POS C2 ACQ28,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC DOM 0,Other
Indiaforensic VISA ACQ DOM010319,Other
Indiaforensic VISA ACQ INT 27021,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT28,Other
Indiaforensic RUPAY POS ACQ01031,Other
Indiaforensic RUPAY POS C2 ACQ01,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic VISA ACQ DOM020319,Other
Indiaforensic RUPAY POS ACQ02031,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ02,Other
Indiaforensic RUPAY POS ACQ03031,Other
Indiaforensic RUPAY POS ACQ04031,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic RUPAY POS C2 ACQ04,Other
ICA 17825 Indiaforensic MC DOM 0,Other
Indiaforensic VISA ACQ DOM040319,Other
Indiaforensic VISA ACQ DOM050319,Other
Indiaforensic RUPAY POS ACQ05031,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
ICA 17825 Indiaforensic MC INT02,Other
Indiaforensic RUPAY POS C2 ACQ05,Other
TRF FROM  Indiaforensic SERVICES,Other
SCHRG RCRVRY/LIEN MARKING,Other
STAX RCRVRY/LIEN MARKING,Other
SWACHH BHARAT CESS/LIEN M,Other
KRISHI KALYAN CESS/LIEN M,Other
SCHRG RCRVRY/LIEN MARKING,Other
STAX RCRVRY/LIEN MARKING,Other
SWACHH BHARAT CESS/LIEN M,Other
KRISHI KALYAN CESS/LIEN M,Other
SCHRG RCRVRY/LIEN MARKING,Other
STAX RCRVRY/LIEN MARKING,Other
SWACHH BHARAT CESS/LIEN M,Other
KRISHI KALYAN CESS/LIEN M,Other
SCHRG RCRVRY/LIEN MARKING,Other
STAX RCRVRY/LIEN MARKING,Other
SWACHH BHARAT CESS/LIEN M,Other
KRISHI KALYAN CESS/LIEN M,Other
SCHRG RCRVRY/LIEN MARKING,Other
STAX RCRVRY/LIEN MARKING,Other
SWACHH BHARAT CESS/LIEN M,Other
KRISHI KALYAN CESS/LIEN M,Other
SCHRG RCRVRY/LIEN MARKING,Other
STAX RCRVRY/LIEN MARKING,Other
SWACHH BHARAT CESS/LIEN M,Other
KRISHI KALYAN CESS/LIEN M,Other
TRF FROM  Indiaforensic SERVICES,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
TRF TO  Indiaforensic SERVICES I,Other
TRF TO  Indiaforensic SERVICES I,Other
TRF TO  Indiaforensic SERVICES I,Other
TRF TO  Indiaforensic SERVICES I,Other
TRF TO  Indiaforensic SERVICES I,Other
TRF FRM  Indiaforensic SERVICES,Other
TRF TO  Indiaforensic SERVICES I,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
TRF FROM  Indiaforensic SERVICES,Other
TRF TO  Indiaforensic SERVICES I,Other
FDRL/INTERNAL FUND TRANSFE,Other
TRF TO  Indiaforensic SERVICES I,Other
TRF FROM  Indiaforensic SERVICES,Other
TRF FROM  Indiaforensic SERVICES,Other
TRF FROM  Indiaforensic SERVICES,Other
TRF TO  Indiaforensic SERVICES I,Other
TRF FROM  Indiaforensic SERVICES,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
FDRL/INTERNAL FUND TRANSFE,Other
Indiaforensic  RUPAY SETT 190518,Other
Indiaforensic  RUPAY SETT 190518,Other
Indiaforensic RUPAY SETT 200518,Other
Indiaforensic RUPAY SETT 210518,Other
Indiaforensic RUPAY SETT 210518-,Other
Indiaforensic  RUPAY SETT 220518,Other
Indiaforensic  RUPAY SETT 220518,Other
OXYGEN NFS SETT 21-05-201,Other
OXYGEN NFS SETT 21-05-201,Other
OXYGEN NFS SETT 23-05-201,Other
OXYGEN NFS SETT 23-05-201,Other
Indiaforensic  RUPAY SETT 230518,Other
Indiaforensic  RUPAY SETT 230518,Other
OXYGEN NFS SETT 24-05-201,Other
OXYGEN NFS SETT 24-05-201,Other
OXYGEN NFS SETT 24-05-201,Other
OXYGEN NFS SETT 24-05-201,Other
OXYGEN NFS SETT 24-05-201,Other
