text,label
medicine,Fod
train ticket,Foodd
grocery shopping,Foodd
internet bill,Investment
books,Others
lunch,Foods
grocery shopping,Saving
grocery shopping,Helth
internet bill,Education
shopping,Freelance
lunch,Savings
lunch,Rent
coffee,Food
shopping,Foodd
fixed deposit,Others
electricity bill,Food
atm withdrawal,Savings
books,Entertainment
grocery shopping,Rnt
medicine,Entertainment
medicine,Utlities
gym membership,Utilities
emi payment,Savings
uber ride,Utilties
atm withdrawal,Traval
movie tickets,Investment
petrol,Rent
movie tickets,Others
petrol,Foods
lunch,Rent
restaurant dinner,Health
doctor consultation,Helth
fixed deposit,Others
online course,Food
doctor consultation,Foods
grocery shopping,Rent
gym membership,Food
movie tickets,Others
fixed deposit,Rnt
grocery shopping,Educaton
uber ride,Utility
grocery shopping,Foods
medicine,Food
train ticket,Rent
internet bill,Foods
books,Travel
electricity bill,Foodd
lunch,Salary
fixed deposit,Others
online course,Rent
shopping,Traval
grocery shopping,Entertain
books,Utilities
doctor consultation,Education
emi payment,Utilities
misc,Others
uber ride,Food
lunch,Foodd
monthly rent payment,Education
misc,Foodd
petrol,Fod
grocery shopping,Salary
movie tickets,Investment
doctor consultation,Food
doctor consultation,Others
fixed deposit,Salary
restaurant dinner,Health
online course,Entertainment
uber ride,Entrtnmnt
misc,Rentt
train ticket,Utilities
train ticket,Investment
lunch,Utlities
grocery shopping,Entrtnmnt
lunch,Health
electricity bill,Helth
electricity bill,Bonus
movie tickets,Food
shopping,Education
lunch,Rent
gym membership,Rent
online course,Rnt
misc,Utilties
internet bill,Food
monthly rent payment,Rnt
coffee,Utility
doctor consultation,Rentt
books,Travel
lunch,Travel
restaurant dinner,Food
restaurant dinner,Utility
restaurant dinner,Utilties
train ticket,Investment
internet bill,Rent
uber ride,Rnt
gym membership,Rent
medicine,Traval
grocery shopping,Foodd
monthly rent payment,Travl
internet bill,Entertainment
electricity bill,Food
books,Foods
atm withdrawal,Rent
gym membership,Travl
shopping,Travel
coffee,Rnt
medicine,Rent
electricity bill,Savings
electricity bill,Education
online course,Educaton
shopping,Freelance
medicine,Food
misc,Travl
train ticket,Travl
lunch,Rent
restaurant dinner,Travel
uber ride,Traval
atm withdrawal,Rent
petrol,Rent
restaurant dinner,Rentt
fixed deposit,Food
uber ride,Fod
shopping,Travel
petrol,Freelance
emi payment,Entrtnmnt
doctor consultation,Travel
electricity bill,Investment
monthly rent payment,Savings
monthly rent payment,Traval
shopping,Rentt
shopping,Health
coffee,Entertainment
petrol,Entrtnmnt
uber ride,Rent
movie tickets,Fod
books,Rentt
atm withdrawal,Rent
movie tickets,Bonus
train ticket,Foods
monthly rent payment,Food
train ticket,Travel
electricity bill,Travel
coffee,Travel
misc,Rent
online course,Traval
gym membership,Food
train ticket,Utilities
atm withdrawal,Traval
monthly rent payment,Foods
internet bill,Travel
emi payment,Rent
coffee,Salary
online course,Utilities
books,Fod
fixed deposit,Rentt
uber ride,Education
online course,Salary
train ticket,Rent
monthly rent payment,Foods
movie tickets,Freelance
movie tickets,Education
coffee,Rentt
restaurant dinner,Rent
coffee,Utility
train ticket,Food
monthly rent payment,Education
grocery shopping,Rent
lunch,Education
fixed deposit,Bonus
fixed deposit,Health
gym membership,Health
atm withdrawal,Entertainment
misc,Travel
coffee,Travel
electricity bill,Foods
doctor consultation,Food
lunch,Rent
monthly rent payment,Freelance
grocery shopping,Investment
lunch,Food
emi payment,Fod
online course,Entertainment
electricity bill,Utilties
grocery shopping,Investment
uber ride,Health
books,Utilties
lunch,Rent
movie tickets,Travel
monthly rent payment,Entrtnmnt
shopping,Rentt
coffee,Bonus
internet bill,Entertain
restaurant dinner,Rent
fixed deposit,Education
grocery shopping,Travel
lunch,Food
gym membership,Travl
atm withdrawal,Entrtnmnt
coffee,Food
shopping,Rent
movie tickets,Rentt
monthly rent payment,Rentt
misc,Rent
movie tickets,Foods
online course,Travel
atm withdrawal,Utilities
electricity bill,Rnt
train ticket,Rent
fixed deposit,Rent
doctor consultation,Educaton
atm withdrawal,Edu
atm withdrawal,Others
electricity bill,Food
gym membership,Utlities
atm withdrawal,Food
lunch,Travel
movie tickets,Educaton
lunch,Entertainment
shopping,Food
grocery shopping,Rent
online course,Savings
monthly rent payment,Utlities
fixed deposit,Rent
shopping,Foods
fixed deposit,Others
lunch,Savings
gym membership,Salary
uber ride,Rnt
medicine,Food
petrol,Food
grocery shopping,Foodd
gym membership,Travel
emi payment,Rent
lunch,Bonus
fixed deposit,Travel
misc,Fod
online course,Salary
emi payment,Traval
atm withdrawal,Salary
coffee,Rentt
doctor consultation,Misc
gym membership,Health
fixed deposit,Others
restaurant dinner,Freelance
train ticket,Food
medicine,Rentt
train ticket,Freelance
lunch,Rnt
doctor consultation,Rnt
fixed deposit,Rent
shopping,Travel
electricity bill,Travel
coffee,Savings
lunch,Utlities
books,Rentt
petrol,Fod
movie tickets,Fod
lunch,Others
train ticket,Travl
atm withdrawal,Entertainment
misc,Rent
train ticket,Investment
misc,Food
internet bill,Education
atm withdrawal,Fod
grocery shopping,Foods
monthly rent payment,Rent
misc,Utilities
atm withdrawal,Rent
grocery shopping,Education
restaurant dinner,Entertainment
atm withdrawal,Rentt
misc,Savings
books,Food
atm withdrawal,Education
shopping,Others
emi payment,Other
electricity bill,Bonus
grocery shopping,Travel
emi payment,Savings
online course,Travel
fixed deposit,Savings
electricity bill,Entertain
restaurant dinner,Utlities
lunch,Rnt
electricity bill,Utility
misc,Utilities
restaurant dinner,Savings
monthly rent payment,Helth
train ticket,Utilities
books,Others
internet bill,Entertain
atm withdrawal,Health
monthly rent payment,Others
restaurant dinner,Food
doctor consultation,Traval
monthly rent payment,Educaton
internet bill,Foods
books,Rent
medicine,Health
medicine,Saving
shopping,Savings
doctor consultation,Rnt
grocery shopping,Food
gym membership,Edu
coffee,Others
medicine,Rnt
fixed deposit,Food
coffee,Others
uber ride,Food
grocery shopping,Education
emi payment,Others
uber ride,Entertainment
fixed deposit,Utilities
train ticket,Food
lunch,Fod
train ticket,Fod
emi payment,Traval
emi payment,Travel
grocery shopping,Rnt
books,Entertainment
atm withdrawal,Rent
movie tickets,Food
atm withdrawal,Education
petrol,Utility
train ticket,Fod
lunch,Entertain
internet bill,Rent
books,Food
monthly rent payment,Saving
online course,Rent
electricity bill,Entertain
electricity bill,Savings
uber ride,Bonus
movie tickets,Health
restaurant dinner,Utilities
coffee,Health
misc,Food
petrol,Utilities
gym membership,Fod
coffee,Fod
coffee,Entertainment
electricity bill,Entertainment
grocery shopping,Food
internet bill,Entertain
train ticket,Edu
petrol,Rent
grocery shopping,Education
misc,Salary
lunch,Rent
electricity bill,Entertainment
electricity bill,Rent
restaurant dinner,Utlities
internet bill,Foods
electricity bill,Utilities
emi payment,Rent
grocery shopping,Rent
internet bill,Utilities
grocery shopping,Travl
restaurant dinner,Rnt
train ticket,Others
movie tickets,Travel
restaurant dinner,Rent
internet bill,Fod
atm withdrawal,Traval
train ticket,Foodd
train ticket,Utilties
gym membership,Utilties
books,Food
coffee,Food
movie tickets,Entertain
train ticket,Entertainment
restaurant dinner,Rnt
fixed deposit,Entrtnmnt
misc,Health
books,Investment
train ticket,Utilities
books,Entertainment
petrol,Entrtnmnt
books,Rent
grocery shopping,Food
movie tickets,Rent
misc,Utlities
lunch,Salary
uber ride,Food
fixed deposit,Food
grocery shopping,Utlities
train ticket,Entertain
restaurant dinner,Health
coffee,Rnt
fixed deposit,Entertain
misc,Education
doctor consultation,Food
coffee,Food
misc,Foodd
petrol,Fod
petrol,Travl
gym membership,Foods
internet bill,Foods
atm withdrawal,Utilties
coffee,Travel
misc,Freelance
uber ride,Food
grocery shopping,Bonus
internet bill,Freelance
medicine,Utilities
movie tickets,Rent
monthly rent payment,Travel
online course,Rent
gym membership,Travel
fixed deposit,Foodd
doctor consultation,Food
gym membership,Entertainment
books,Entrtnmnt
electricity bill,Food
movie tickets,Utilities
online course,Fod
internet bill,Rent
atm withdrawal,Utilties
books,Rent
online course,Utilities
atm withdrawal,Utilities
gym membership,Health
internet bill,Utilities
gym membership,Investment
electricity bill,Travel
electricity bill,Travl
doctor consultation,Travl
internet bill,Travel
fixed deposit,Education
grocery shopping,Entrtnmnt
medicine,Savings
books,Rnt
grocery shopping,Entertainment
monthly rent payment,Utility
emi payment,Foodd
monthly rent payment,Health
electricity bill,Others
coffee,Travel
doctor consultation,Utilities
online course,Utility
fixed deposit,Entertain
electricity bill,Utilities
lunch,Bonus
movie tickets,Food
electricity bill,Entertainment
movie tickets,Food
train ticket,Travel
medicine,Helth
online course,Travel
online course,Entrtnmnt
movie tickets,Travel
lunch,Salary
online course,Food
restaurant dinner,Utilities
fixed deposit,Health
medicine,Misc
emi payment,Rent
grocery shopping,Rent
grocery shopping,Travel
atm withdrawal,Food
lunch,Edu
online course,Rnt
misc,Rentt
misc,Rent
restaurant dinner,Utilties
misc,Rentt
grocery shopping,Rent
coffee,Utlities
emi payment,Travl
online course,Rnt
coffee,Education
lunch,Salary
misc,Others
internet bill,Rent
movie tickets,Utlities
emi payment,Travel
internet bill,Utilties
lunch,Health
online course,Travl
medicine,Utlities
grocery shopping,Freelance
uber ride,Entertainment
misc,Others
emi payment,Utilities
atm withdrawal,Foods
monthly rent payment,Foodd
uber ride,Utilities
electricity bill,Foods
internet bill,Rent
misc,Rnt
monthly rent payment,Food
gym membership,Health
books,Entertain
medicine,Utilities
misc,Travel
grocery shopping,Others
emi payment,Savings
fixed deposit,Entertain
books,Rnt
electricity bill,Travel
grocery shopping,Travl
coffee,Food
fixed deposit,Investment
uber ride,Rent
atm withdrawal,Rent
coffee,Food
lunch,Rnt
monthly rent payment,Travl
medicine,Foodd
emi payment,Foods
movie tickets,Foods
gym membership,Savings
coffee,Rent
electricity bill,Savings
train ticket,Rent
misc,Saving
misc,Rent
coffee,Utilities
internet bill,Rent
petrol,Entertain
internet bill,Travl
emi payment,Investment
fixed deposit,Utility
misc,Utility
shopping,Rent
electricity bill,Rent
grocery shopping,Foodd
restaurant dinner,Savings
movie tickets,Travel
fixed deposit,Fod
misc,Rent
gym membership,Salary
misc,Entrtnmnt
monthly rent payment,Utility
internet bill,Education
movie tickets,Travel
petrol,Food
medicine,Health
fixed deposit,Investment
fixed deposit,Rentt
electricity bill,Fod
lunch,Helth
electricity bill,Education
books,Entertainment
gym membership,Fod
gym membership,Education
doctor consultation,Edu
petrol,Foods
restaurant dinner,Utilties
uber ride,Rnt
misc,Foods
electricity bill,Rent
fixed deposit,Travel
petrol,Utilities
books,Savings
online course,Salary
internet bill,Freelance
uber ride,Food
gym membership,Food
restaurant dinner,Foods
shopping,Travl
doctor consultation,Rentt
atm withdrawal,Education
movie tickets,Utilities
coffee,Utlities
uber ride,Travel
lunch,Education
shopping,Investment
online course,Bonus
misc,Rent
uber ride,Others
misc,Rnt
train ticket,Travel
train ticket,Others
books,Travel
emi payment,Education
lunch,Entertain
online course,Educaton
gym membership,Travel
internet bill,Foods
train ticket,Travel
doctor consultation,Savings
monthly rent payment,Utilties
monthly rent payment,Rent
gym membership,Savings
movie tickets,Others
movie tickets,Rent
monthly rent payment,Bonus
fixed deposit,Food
medicine,Rent
misc,Utilities
shopping,Rnt
books,Food
electricity bill,Utilties
monthly rent payment,Travel
train ticket,Food
grocery shopping,Rent
uber ride,Investment
electricity bill,Food
shopping,Bonus
petrol,Foods
restaurant dinner,Others
petrol,Investment
gym membership,Salary
coffee,Food
restaurant dinner,Bonus
emi payment,Utilities
movie tickets,Food
grocery shopping,Travel
restaurant dinner,Foodd
misc,Food
lunch,Utilties
petrol,Fod
fixed deposit,Others
electricity bill,Rent
petrol,Food
grocery shopping,Food
grocery shopping,Salary
internet bill,Utility
atm withdrawal,Food
emi payment,Food
medicine,Traval
doctor consultation,Food
movie tickets,Travel
shopping,Utility
petrol,Fod
online course,Others
internet bill,Entertain
emi payment,Utilities
monthly rent payment,Rentt
emi payment,Rent
petrol,Foods
emi payment,Health
movie tickets,Food
emi payment,Food
internet bill,Foodd
online course,Food
fixed deposit,Travel
electricity bill,Entertain
grocery shopping,Rnt
misc,Others
online course,Food
train ticket,Utlities
grocery shopping,Health
train ticket,Travel
grocery shopping,Travel
restaurant dinner,Entertainment
medicine,Travel
petrol,Entertainment
monthly rent payment,Travl
monthly rent payment,Fod
gym membership,Rent
uber ride,Foodd
fixed deposit,Investment
doctor consultation,Utilities
coffee,Rentt
emi payment,Travel
shopping,Educaton
coffee,Travel
monthly rent payment,Utilities
uber ride,Freelance
medicine,Foodd
internet bill,Food
shopping,Health
fixed deposit,Rent
restaurant dinner,Rentt
train ticket,Rent
internet bill,Utlities
emi payment,Food
internet bill,Food
movie tickets,Rnt
uber ride,Food
online course,Fod
medicine,Rent
coffee,Utility
shopping,Helth
grocery shopping,Food
misc,Foodd
monthly rent payment,Utility
medicine,Travel
emi payment,Food
movie tickets,Freelance
gym membership,Food
restaurant dinner,Utilties
atm withdrawal,Food
fixed deposit,Rnt
doctor consultation,Freelance
online course,Rent
books,Traval
restaurant dinner,Rent
gym membership,Travl
gym membership,Food
fixed deposit,Education
monthly rent payment,Entrtnmnt
doctor consultation,Food
lunch,Rent
atm withdrawal,Salary
atm withdrawal,Rent
medicine,Food
atm withdrawal,Educaton
gym membership,Foods
monthly rent payment,Food
restaurant dinner,Food
fixed deposit,Bonus
movie tickets,Food
monthly rent payment,Food
doctor consultation,Rnt
petrol,Fod
monthly rent payment,Bonus
shopping,Savings
grocery shopping,Entertain
coffee,Salary
coffee,Bonus
misc,Utility
lunch,Food
petrol,Rnt
coffee,Food
monthly rent payment,Food
gym membership,Entrtnmnt
online course,Utlities
monthly rent payment,Education
petrol,Travel
coffee,Foods
coffee,Utilities
lunch,Rent
shopping,Rent
lunch,Travel
restaurant dinner,Food
atm withdrawal,Freelance
emi payment,Rent
gym membership,Travl
medicine,Education
uber ride,Investment
train ticket,Bonus
electricity bill,Freelance
coffee,Rent
emi payment,Travl
atm withdrawal,Foodd
shopping,Entertainment
shopping,Education
lunch,Traval
gym membership,Utilties
train ticket,Fod
restaurant dinner,Travl
restaurant dinner,Travel
petrol,Investment
coffee,Food
movie tickets,Travl
restaurant dinner,Food
coffee,Entertain
grocery shopping,Rent
coffee,Saving
uber ride,Travel
books,Food
coffee,Health
medicine,Investment
atm withdrawal,Health
train ticket,Entrtnmnt
internet bill,Investment
electricity bill,Education
restaurant dinner,Entrtnmnt
medicine,Food
lunch,Salary
monthly rent payment,Travel
shopping,Helth
train ticket,Rent
misc,Foods
online course,Food
atm withdrawal,Investment
petrol,Foodd
gym membership,Rent
books,Rnt
movie tickets,Food
train ticket,Investment
lunch,Rent
monthly rent payment,Rent
monthly rent payment,Food
medicine,Freelance
coffee,Savings
restaurant dinner,Health
internet bill,Health
shopping,Food
internet bill,Others
gym membership,Salary
restaurant dinner,Education
atm withdrawal,Food
lunch,Foodd
restaurant dinner,Freelance
uber ride,Rnt
gym membership,Rent
books,Bonus
emi payment,Rent
internet bill,Bonus
train ticket,Savings
petrol,Travel
petrol,Travel
train ticket,Food
train ticket,Edu
emi payment,Rentt
misc,Travl
books,Salary
uber ride,Traval
monthly rent payment,Others
shopping,Education
atm withdrawal,Utility
emi payment,Fod
atm withdrawal,Health
internet bill,Utilities
monthly rent payment,Rnt
medicine,Bonus
monthly rent payment,Utlities
shopping,Fod
electricity bill,Salary
doctor consultation,Utility
misc,Food
monthly rent payment,Fod
medicine,Travel
coffee,Utility
movie tickets,Rent
medicine,Travel
emi payment,Food
uber ride,Rentt
doctor consultation,Food
emi payment,Edu
doctor consultation,Food
medicine,Travel
uber ride,Food
train ticket,Travel
shopping,Health
doctor consultation,Foodd
atm withdrawal,Entertainment
atm withdrawal,Fod
movie tickets,Utlities
shopping,Entertain
gym membership,Rent
fixed deposit,Food
movie tickets,Educaton
coffee,Entrtnmnt
grocery shopping,Rent
atm withdrawal,Fod
uber ride,Travel
monthly rent payment,Foods
grocery shopping,Travel
monthly rent payment,Travel
fixed deposit,Food
restaurant dinner,Entertainment
gym membership,Rnt
internet bill,Traval
books,Foodd
online course,Food
movie tickets,Foods
medicine,Others
coffee,Health
movie tickets,Travel
grocery shopping,Fod
fixed deposit,Fod
train ticket,Freelance
misc,Bonus
books,Food
monthly rent payment,Educaton
coffee,Rent
monthly rent payment,Investment
restaurant dinner,Food
emi payment,Travel
coffee,Rent
fixed deposit,Health
movie tickets,Food
restaurant dinner,Entertain
coffee,Utility
atm withdrawal,Others
grocery shopping,Education
gym membership,Foodd
doctor consultation,Saving
shopping,Health
uber ride,Travel
monthly rent payment,Food
lunch,Rent
misc,Savings
misc,Food
doctor consultation,Entrtnmnt
internet bill,Health
train ticket,Others
grocery shopping,Entertainment
petrol,Entertainment
shopping,Education
movie tickets,Helth
gym membership,Entrtnmnt
coffee,Bonus
atm withdrawal,Entertain
grocery shopping,Investment
internet bill,Fod
doctor consultation,Rent
train ticket,Travl
grocery shopping,Rent
monthly rent payment,Food
books,Utility
electricity bill,Food
uber ride,Education
movie tickets,Rent
internet bill,Rent
internet bill,Rent
lunch,Rentt
doctor consultation,Investment
gym membership,Travl
electricity bill,Traval
restaurant dinner,Investment
atm withdrawal,Travel
electricity bill,Traval
medicine,Travl
coffee,Rent
restaurant dinner,Foods
emi payment,Utilties
fixed deposit,Food
books,Foodd
atm withdrawal,Education
atm withdrawal,Fod
emi payment,Freelance
books,Education
lunch,Utilities
uber ride,Freelance
fixed deposit,Travel
misc,Investment
petrol,Travel
misc,Utilities
uber ride,Fod
doctor consultation,Traval
doctor consultation,Traval
movie tickets,Rent
doctor consultation,Utilties
grocery shopping,Entertain
uber ride,Freelance
internet bill,Health
grocery shopping,Traval
grocery shopping,Rent
gym membership,Food
restaurant dinner,Food
grocery shopping,Travel
fixed deposit,Rnt
uber ride,Edu
medicine,Bonus
monthly rent payment,Rent
grocery shopping,Traval
petrol,Bonus
internet bill,Rentt
lunch,Entertainment
doctor consultation,Food
train ticket,Salary
monthly rent payment,Helth
internet bill,Entrtnmnt
restaurant dinner,Helth
grocery shopping,Rent
restaurant dinner,Utility
train ticket,Foods
lunch,Food
gym membership,Travel
online course,Rnt
fixed deposit,Education
train ticket,Fod
train ticket,Food
uber ride,Travel
fixed deposit,Freelance
electricity bill,Utilties
grocery shopping,Travel
electricity bill,Entertainment
grocery shopping,Food
petrol,Bonus
fixed deposit,Educaton
shopping,Entertain
fixed deposit,Health
lunch,Utilties
movie tickets,Salary
online course,Travl
restaurant dinner,Savings
misc,Utilities
monthly rent payment,Others
monthly rent payment,Salary
restaurant dinner,Rnt
lunch,Rentt
electricity bill,Travel
electricity bill,Foods
online course,Entertainment
doctor consultation,Fod
restaurant dinner,Rent
coffee,Foods
gym membership,Fod
gym membership,Utilities
train ticket,Utilities
train ticket,Freelance
coffee,Traval
electricity bill,Food
petrol,Fod
emi payment,Bonus
atm withdrawal,Rentt
gym membership,Freelance
books,Freelance
emi payment,Entrtnmnt
petrol,Entertainment
movie tickets,Rent
restaurant dinner,Investment
movie tickets,Rent
petrol,Educaton
online course,Food
movie tickets,Rent
restaurant dinner,Rent
grocery shopping,Rent
petrol,Rent
coffee,Foodd
misc,Education
uber ride,Fod
coffee,Travel
lunch,Utilities
medicine,Education
monthly rent payment,Rent
atm withdrawal,Entertain
uber ride,Salary
internet bill,Educaton
movie tickets,Salary
lunch,Salary
online course,Health
shopping,Health
electricity bill,Rentt
books,Rent
petrol,Travel
uber ride,Freelance
misc,Entertain
petrol,Traval
online course,Travl
train ticket,Health
shopping,Utilities
doctor consultation,Rentt
misc,Entertain
misc,Health
restaurant dinner,Food
fixed deposit,Freelance
petrol,Bonus
gym membership,Others
atm withdrawal,Others
shopping,Fod
monthly rent payment,Food
grocery shopping,Saving
coffee,Traval
doctor consultation,Rnt
monthly rent payment,Salary
medicine,Fod
emi payment,Rent
fixed deposit,Entertain
uber ride,Freelance
medicine,Entertainment
doctor consultation,Food
online course,Travel
internet bill,Utilties
train ticket,Education
lunch,Food
medicine,Rent
doctor consultation,Bonus
gym membership,Food
internet bill,Savings
train ticket,Utility
grocery shopping,Entertainment
movie tickets,Rnt
atm withdrawal,Education
restaurant dinner,Travel
online course,Entertainment
fixed deposit,Health
train ticket,Savings
online course,Traval
grocery shopping,Foodd
emi payment,Rent
gym membership,Health
uber ride,Travel
doctor consultation,Edu
fixed deposit,Food
coffee,Bonus
restaurant dinner,Rnt
books,Helth
lunch,Travel
misc,Rent
grocery shopping,Food
emi payment,Misc
emi payment,Foodd
movie tickets,Education
misc,Rnt
lunch,Rentt
doctor consultation,Rent
grocery shopping,Entrtnmnt
monthly rent payment,Foodd
movie tickets,Entertainment
books,Foodd
coffee,Rentt
coffee,Entertainment
books,Salary
fixed deposit,Food
online course,Food
grocery shopping,Others
doctor consultation,Edu
shopping,Travel
internet bill,Bonus
lunch,Travl
medicine,Food
gym membership,Food
movie tickets,Others
grocery shopping,Food
lunch,Fod
train ticket,Travel
movie tickets,Savings
shopping,Fod
restaurant dinner,Savings
emi payment,Freelance
lunch,Travel
movie tickets,Entrtnmnt
petrol,Educaton
emi payment,Rnt
shopping,Helth
grocery shopping,Foods
shopping,Foods
doctor consultation,Health
misc,Education
electricity bill,Edu
online course,Rent
internet bill,Utlities
online course,Traval
train ticket,Edu
movie tickets,Foods
medicine,Food
grocery shopping,Foods
doctor consultation,Travl
medicine,Food
monthly rent payment,Educaton
coffee,Foods
gym membership,Food
monthly rent payment,Helth
train ticket,Traval
coffee,Rnt
restaurant dinner,Food
online course,Educaton
medicine,Educaton
restaurant dinner,Other
atm withdrawal,Utilties
restaurant dinner,Foods
electricity bill,Savings
electricity bill,Investment
atm withdrawal,Travl
restaurant dinner,Travel
lunch,Education
electricity bill,Travel
doctor consultation,Entertainment
movie tickets,Food
misc,Freelance
gym membership,Health
shopping,Helth
internet bill,Entrtnmnt
atm withdrawal,Education
internet bill,Education
grocery shopping,Utlities
coffee,Helth
uber ride,Travel
electricity bill,Entrtnmnt
internet bill,Rnt
emi payment,Rnt
uber ride,Foods
monthly rent payment,Health
misc,Others
books,Freelance
fixed deposit,Utilities
coffee,Travel
grocery shopping,Freelance
train ticket,Utilities
books,Freelance
online course,Traval
lunch,Fod
online course,Salary
movie tickets,Utilties
shopping,Foods
grocery shopping,Foodd
monthly rent payment,Health
doctor consultation,Utilities
petrol,Traval
medicine,Investment
movie tickets,Food
uber ride,Educaton
doctor consultation,Freelance
petrol,Utilties
lunch,Travl
electricity bill,Rent
emi payment,Salary
books,Others
internet bill,Utility
movie tickets,Food
monthly rent payment,Utilities
uber ride,Food
atm withdrawal,Food
medicine,Investment
internet bill,Entrtnmnt
grocery shopping,Travel
petrol,Travel
misc,Other
online course,Travel
monthly rent payment,Traval
grocery shopping,Others
online course,Educaton
shopping,Utility
movie tickets,Utilties
train ticket,Utilties
petrol,Bonus
coffee,Rent
gym membership,Rnt
lunch,Foodd
emi payment,Rentt
petrol,Rent
uber ride,Education
monthly rent payment,Food
grocery shopping,Foodd
doctor consultation,Educaton
gym membership,Savings
emi payment,Entertainment
monthly rent payment,Utlities
doctor consultation,Utlities
uber ride,Food
movie tickets,Foods
shopping,Rentt
atm withdrawal,Entrtnmnt
emi payment,Food
coffee,Foodd
electricity bill,Travel
monthly rent payment,Food
grocery shopping,Investment
emi payment,Food
atm withdrawal,Rent
internet bill,Rentt
electricity bill,Food
online course,Rentt
emi payment,Food
books,Utilties
restaurant dinner,Utilities
monthly rent payment,Helth
doctor consultation,Utilties
coffee,Entertain
doctor consultation,Food
shopping,Others
emi payment,Utilties
coffee,Rent
petrol,Rent
books,Food
fixed deposit,Foods
grocery shopping,Utilties
train ticket,Rentt
gym membership,Utilities
monthly rent payment,Utility
restaurant dinner,Food
shopping,Others
gym membership,Investment
gym membership,Foodd
monthly rent payment,Travel
lunch,Rent
coffee,Misc
restaurant dinner,Travel
lunch,Entertain
movie tickets,Education
movie tickets,Fod
restaurant dinner,Rentt
uber ride,Food
train ticket,Investment
medicine,Rent
fixed deposit,Travel
lunch,Travl
monthly rent payment,Entrtnmnt
restaurant dinner,Rent
medicine,Salary
gym membership,Entertainment
books,Travel
doctor consultation,Fod
lunch,Rnt
petrol,Entertainment
internet bill,Utilties
books,Savings
movie tickets,Rent
uber ride,Foods
atm withdrawal,Bonus
restaurant dinner,Utilities
misc,Rent
electricity bill,Travel
restaurant dinner,Utlities
gym membership,Traval
movie tickets,Bonus
gym membership,Utility
shopping,Edu
movie tickets,Rent
shopping,Bonus
emi payment,Food
medicine,Other
lunch,Utilties
shopping,Fod
internet bill,Entertainment
train ticket,Bonus
books,Utlities
online course,Traval
lunch,Travl
restaurant dinner,Utilities
grocery shopping,Food
books,Entertain
uber ride,Helth
fixed deposit,Rentt
lunch,Entertain
emi payment,Foods
restaurant dinner,Education
restaurant dinner,Rent
atm withdrawal,Freelance
petrol,Travl
monthly rent payment,Rent
books,Travl
electricity bill,Food
misc,Investment
gym membership,Foodd
internet bill,Entertainment
uber ride,Savings
train ticket,Food
movie tickets,Utlities
electricity bill,Foods
internet bill,Travl
electricity bill,Travel
internet bill,Travel
grocery shopping,Rnt
train ticket,Entertainment
books,Entertain
misc,Rnt
electricity bill,Edu
books,Others
petrol,Rentt
coffee,Entertainment
doctor consultation,Travel
misc,Rent
atm withdrawal,Investment
petrol,Savings
medicine,Food
shopping,Utilties
train ticket,Foodd
misc,Entertainment
books,Food
train ticket,Utilities
coffee,Entertainment
train ticket,Foods
internet bill,Rent
atm withdrawal,Bonus
lunch,Utlities
fixed deposit,Utilties
atm withdrawal,Travel
gym membership,Utlities
misc,Rentt
movie tickets,Other
train ticket,Rent
internet bill,Health
atm withdrawal,Rent
train ticket,Misc
uber ride,Foodd
shopping,Travel
monthly rent payment,Traval
atm withdrawal,Food
books,Savings
misc,Travl
atm withdrawal,Salary
shopping,Travel
grocery shopping,Entertainment
shopping,Rnt
misc,Entertainment
electricity bill,Utilities
electricity bill,Rent
electricity bill,Rent
grocery shopping,Others
doctor consultation,Bonus
books,Rent
electricity bill,Health
books,Food
monthly rent payment,Rentt
fixed deposit,Travl
restaurant dinner,Rent
gym membership,Traval
gym membership,Entrtnmnt
monthly rent payment,Food
train ticket,Food
misc,Freelance
grocery shopping,Rent
books,Rentt
petrol,Edu
monthly rent payment,Entertainment
uber ride,Education
online course,Rent
medicine,Foodd
electricity bill,Utilities
coffee,Food
misc,Bonus
internet bill,Foods
medicine,Salary
medicine,Savings
online course,Food
monthly rent payment,Rent
electricity bill,Rnt
books,Rent
doctor consultation,Food
lunch,Entertainment
petrol,Entertainment
movie tickets,Rentt
emi payment,Food
gym membership,Utilties
petrol,Food
medicine,Foodd
lunch,Foods
restaurant dinner,Traval
medicine,Bonus
medicine,Food
movie tickets,Rent
internet bill,Foods
monthly rent payment,Traval
online course,Rnt
fixed deposit,Educaton
grocery shopping,Rnt
shopping,Salary
misc,Edu
coffee,Salary
electricity bill,Rent
uber ride,Utilities
movie tickets,Entertainment
restaurant dinner,Utlities
fixed deposit,Investment
doctor consultation,Entrtnmnt
doctor consultation,Fod
books,Rent
grocery shopping,Freelance
uber ride,Foodd
train ticket,Entertainment
coffee,Rent
petrol,Food
medicine,Travel
grocery shopping,Rentt
uber ride,Food
medicine,Rnt
gym membership,Travel
gym membership,Rent
grocery shopping,Education
movie tickets,Utilties
atm withdrawal,Travel
gym membership,Rent
medicine,Rnt
misc,Others
atm withdrawal,Entertainment
books,Health
gym membership,Utilities
fixed deposit,Entertainment
atm withdrawal,Utility
electricity bill,Utility
petrol,Rent
misc,Entertainment
atm withdrawal,Food
movie tickets,Health
uber ride,Entertainment
medicine,Rent
restaurant dinner,Entertainment
restaurant dinner,Rnt
doctor consultation,Salary
lunch,Health
petrol,Bonus
lunch,Other
uber ride,Utilties
